subject,version,character,coherence,lag,plot,response,rt,stimulus,word_count
439,30,Sandra,unrelated,long,sideplot,"{""Q0"":""Sandra was in some sort of predicament in the beginning of the story. Later on, she was at a restaurant waiting for her date who was already 20 minutes late; she then called Charles to update him about her situation and was reassured that she deserved better and shouldn't waste her time on that guy. ""}",267928.6,NA,56
439,30,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles went through a lot. He met up with his friends multiple times throughout the events, but also did a lot on his own. In the beginning he was just casually walking into work when his boss came in and told him that he had to be at a politician's speech in 20 minutes. He was stunned that he only had 20 minutes but was offered a bike to get there, he got there as quickly as he could. When he arrived there was already a large group of people gathered to hear the speech, and he asked a fellow reporter/writer why the politician was taking a while to arrive. The politician finally arrived and Charles excitedly set up his camera to capture the best photo he could for the next day's paper. Charles' goal with his photo was to finally earn the promotion that he deserved and gain the recognition that he desperately wanted. He went back to work and proceeded to email the photos to his boss. When the time came for Charles to see his photo in the paper he realized that his boss used another photo and when he confronted his boss about it he realized that he forgot to press send; his boss was a bit annoyed that he didn't send his photos over and Charles was angry with himself for ruining his chances at that promotion.""}",460483.6,NA,232
440,2,Melvin,coherent,long,sideplot,"{""Q0"":""- has no money \n- called Charles multiple times \n- ""}",214223.4,NA,11
440,2,Sandra,coherent,short,sideplot,"{""Q0"":""- Charles has feelings for her\n- ""}",208546.8,NA,7
440,2,Beatrice,unrelated,long,sideplot,"{""Q0"":""- has some disease\n- wanted to exercise more ""}",182068.1,NA,9
440,2,Johnny,unrelated,short,sideplot,"{""Q0"":""- going through hard times \n- called Charles to tell him about his problem\n- late on his rent ""}",180437.2,NA,19
440,2,Charles,mainplot,mainplot,mainplot,"{""Q0"":""- main character\n- at the very beginning he wanted to catch the mayor red handed \n- he was convinced the mayor was vandalizing \n- ""}",360470.1,NA,25
441,18,Beatrice,unrelated,long,sideplot,"{""Q0"":""Beatrice needed help moving because of a dog in her backyard, and she called Charles Bort about this (to see if he would help with moving). She also called Bort asking how his report was going about the mayor. ""}",190932.5,NA,40
441,18,Sandra,coherent,short,sideplot,"{""Q0"":""Sandra Mayes was an artist who had an exhibit showcase and was nervous for a critic to view her artwork, so she called Charles Bort to see if he would come with her that night. Sandra runs into the critic as she is walking out, who actually compliments her work. ""}",186906.8,NA,51
441,18,Melvin,coherent,long,sideplot,"{""Q0"":""Melvin Doyle was also a friend of Charles Bort. He first called him to see if he had seen his keys to his apartment that he had lost. The pizza was still i the oven and he didn't want it to burn. He then called Bort later and updated him that he had found the keys eventually, and that the pizza was good.""}",181221.4,NA,63
441,18,Johnny,unrelated,short,sideplot,"{""Q0"":""Johnny Pratt left his bowl of potatoes in the office and wanted to know if anyone had seen it. He bumped into Charles Bort at the office about this matter, who responded he had not seen any. ""}",181226.9,NA,38
441,18,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles Bort was a reporter trying to get a promotion to become chief editor. He was going to achieve his impressive moment to his boss by capturing the face of the \""crooked\"" mayor. When the time came though for the headline newspaper story to be printed, his captured picture was not the one on the cover. Angry, he stormed into the office to find out why this was not his winning-shot picture blasted everywhere with his name. The secretary repeatedly made him sit down in the lobby until the boss was out of his meeting. Finally once called back, the boss responded that he never submitted a photo to him. Bort cries out that he did, but does see that he never clicked send on the picture/email. Upset, he goes home. Charles Bort also seems like a very popular man--several friends call him for help or advice with their various endeavors. He always honestly responds and/or helps them out. At one point he does meet up with his mom in the park, who gives him comfort in dealing with the stress of his job and promotion. She tells him to be happy and enjoy himself more.Eventually (I think, can't quite remember) he does end up getting the promotion.""}",509719,NA,208
