subject,version,character,coherence,lag,plot,response,rt,word_count
306,29,Sandra,unrelated,long,sideplot,"{""Q0"":""She calls the blonde guy on the phone\nShe seems distressed when she calls\nShe needs help with something\n""}",180976.2,17
306,29,Melvin,coherent,short,sideplot,"{""Q0"":""Melvin works with the blonde guy\nI think Melvin calls the blonde guy on the phone \nI think Melvin has a problem with something related to his job\nI think Melvin was wearing a suit or a sports coat\n""}",181645,37
306,29,Johnny,unrelated,short,sideplot,"{""Q0"":""Johnny has a problem with something work related\nI think the blonde guy runs into him when he is either leaving the thing with the mayor or when he is leaving his office\nJohnny asks the blonde guy something\nI think he was wearing a black jacket\n""}",182528.5,44
306,29,Beatrice,coherent,long,sideplot,"{""Q0"":""Beatrice calls the blonde guy on the phone and asks him a question\nI think she calls him while he's in the middle of working\nI think she was wearing a grey shirt\n""}",180588.8,31
306,29,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles is the main character of the picture audiobook\nHe works as a photographer and wants a promotion\nHe ate a bowl of yogurt\nHe was in charge of taking a picture of the mayor when he was giving his speech\nHe wanted to take a picture of the mayor showing his \""true colors\"" so he shouted something out while the mayor was making his speech, and so the mayor gave him a dirty look which is when Charles took the picture\nCharles forgot to hit send on the email of the picture and so the editing company put a different picture on the cover and told Charles it was because he did't do his job of taking one photo\nCharles met his mom on a park bench and when she asked him if he's happy he said he wants a promotion\nCharles' managed told him Charles could use his bike in order to get to the mayor speech in time\nCharles had to reschedule seeing his mom before he actually saw her\nCharles worked at a desk in the center of his office\nHis desk was grey\n""}",361330.9,178
307,19,Sandra,unrelated,short,sideplot,"{""Q0"":""Sandra Mayes had an art show that she was extremely nervous for because she thought the critic with the short hair and glasses may not like her sculptures since she is not a fan of sculptures; however, she still wanted her friend to come regardless because she heard that this critic literally follows you around when she likes your work and she found that to be nerve-wracking as well. She overall also finds crowds to be overwhelming. She also was stood up by yet another man at the cafe, and her friend told her that she could do better. ""}",180579.5,100
307,19,Beatrice,coherent,long,sideplot,"{""Q0"":""Beatrice Small originally wanted to get $100 from her friend because she wanted to participate in the bicycle marathon to prove that she could still be active to her doctor. Since her doctor said she could still participate in physical activity, she wanted to see what her limit was. She ended up injuring her left arm while trying to break her fall during the marathon, but she managed to get up and finish the race. She also is good friends with Charles, and throughout the story they are found to help each other out, with Charles giving her $50 for her bike and Beatrice giving him advice on how to go about with his job and potential promotion.""}",180436.5,118
307,19,Johnny,coherent,short,sideplot,"{""Q0"":""Johnny Pratt got a loan from the bank when he was broke but could only pay with the card they gave him, and he needed to find it to return it that day. Unfortunately, he lost the card which resulted in the bank going after him and suing him, leading him to asking his friends, including Charles, for a potential lawyer that he would not be able to pay upfront due to his crisis. He also asked if he could stay on Charles' couch in the meantime, as he was kicked out of his original living location. ""}",180703.7,98
307,19,Melvin,unrelated,long,sideplot,"{""Q0"":""Melvin Doyle was cooking a pizza when he realized that his apartment keys were missing. He decided to look and see if they possibly fell out the window, so he looked into the dumpster. Unfortunately, he couldn't find his keys in the dumpster and his nice white coat was severely stained as a result, leaving him in a dirty coat and locked outside of his own apartment with a pizza currently in the oven. It is unclear whether or not this was resolved, but the next time he is seen he seems rather put together, so perhaps he ended up finding his keys.""}",180605.3,103
307,19,Charles,mainplot,mainplot,mainplot,"{""Q0"":""The entire story essentially resolves around Charles Bort, who is a photographer for the newspaper. He wants to get a promotion, so when the strongly disliked mayor holds a press conference, he is eager to go in order to potentially capture the mayor in a rather distasteful photograph, leading him to potentially getting his promotion. On the day of the press conference, he is wearing a yellow scarf. On the way there, he has friends calling him left and right, with Beatrice asking about a bike loan to Sandra talking about her sculpture art show to Melvin talking about searching for his keys in the dumpster. Eventually, Charles makes it to the press conference on his boss's bike and parks it at the meter. The mayor runs late, and when he eventually arrives at the podium (apparently late due to picking his daughter up from school), Charles catches him off-guard by saying, \""Smile, Mayor!\"" when another reporter previously asked him an off-putting question. The mayor glares, and Charles captures the shot. When Charles gets back to the office, he is ecstatic and rushes to upload the image, thinking this will be his big break. The next day, Charles meets with his mother at the park, and she brings him a tuna sandwich and some fruit. While Charles is excited about his potential promotion, his mother asks if he truly is happy with his job - Charles says he'll be happy after his promotion. When Charles asks his mother what she thought about the picture in the front-page article, his mother says she never saw a picture. To his horror, the picture Charles captured is indeed not there, but there is a photo of a smiling mayor. Charles rushes back to the office and demands to talk to his boss, and the secretary says he cannot speak about the afternoon paper because it's too late. When he meets with his boss, his boss says that they had to find another picture because Charles did not do his job. When Charles is about to exclaim that he captured the perfect picture, he realized that in his excitement, he forgot to send the email, and trudges out of his boss's office dejectedly and with no promotion.""}",453084.5,373
308,19,Johnny,coherent,short,sideplot,"{""Q0"":""Johnny pratt was in dept. He was losing his house and was looking for legal representation. Later, he was looking for a credit card that the bank said he had to use to pay for the house. He asked the main character if he could sleep on his couch in the near future. ""}",183967,54
308,19,Melvin,unrelated,long,sideplot,"{""Q0"":""Melvin doyle was wearing a white coat when he went dumpster diving for his keys. He could not find them. He asked to borrow something but i cant remember what. ""}",180730.6,31
308,19,Beatrice,coherent,long,sideplot,"{""Q0"":""Beatice was sick (arthritis or something) and was planning on biking a marathon. The doctor said that moving would be good for her and she wanted to do an extreme. She did it, but she hit a slippery spot and slid out of control hurting her arm. She met up with Jonny in the park to tell him about the experience. She talked about the pride she felt when she crossed the finish line. ""}",180563.6,75
308,19,Sandra,unrelated,short,sideplot,"{""Q0"":""Sandra had an art show coming up. It was all murals. She was worried about a short critique in a red jacket that hated murals. She called jonny and asked him if he wanted to come. She said that the critique tends to follow artist that she likes around and sandra wanted a buffer for that. Later sandra went on a date that stood her up . She had been stood up a lot. On her way out she bumped in to a man with long hair and sideburns. She rolled her eyes. When she was being stood up she facetimed jonny. ""}",181333,103
308,19,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Oops ive been calling charles jonny, my bad. Anyway, charles was a photographer for a newspaper and he was waiting on his big break. He was called to photograph the major and he wanted to expose that cheat with a photo showing his bad side. He was almost late as the boss didnt tell him that he was on this assignment until 20 minutes before it started (press conference). His boss said that he could borrow his bike. He had a nikon camera. At the press conference the major was late because he was dropping his daugter off at school to \""soften the reporters up). The major finally arrived and was asked a question. Charles saw his chance and yelled out \""smile major!\"" He managed to take a decent photo and felt like he finally had his chance. Later he spoke with his mom at the park. She was telling him that the article that he had sent had no photo. He said you must be wrong and pulled it up on his phone. It took a while to load. BUT there was no photo. Charles was distraught and went to talk to the head editor. He had to wait because he was in a meeting. He told the secretary that it was about todays paper and that it was important. When he went in the boss complained that charles didnt do his job and that they had to buy the photo from another source. And that it hadd already gone to print. The photo that was used the major was smiling. Charles realized that he had never sent the email with the photo. ""}",478407.7,275
309,8,Melvin,coherent,long,sideplot,"{""Q0"":""He likes to act and was auditioning for Shakespeare's Hamlet. He was going to audition for both Hamlet and Ophelia and ended up getting the role of Ophelia. He called Charles several times about it. His showing is a month away from the day that Melvin and Charles talked on the phone. He was wearing an old English neck thing to prepare for and fit the role for his audition. When he was rehearsing Ophelia's part, he would raise his voice.""}",181490.2,81
309,8,Johnny,unrelated,long,sideplot,"{""Q0"":""Johnny was the guy with boyfriend issues. He apparently wasn't spending enough time with his boyfriend, so he wanted to make it up to him by making his grandmother's special pie recipe. He unfortunately lost the handwritten recipe from his grandmother and asked Charles if he had seen it anywhere. ""}",185347.2,51
309,8,Beatrice,coherent,short,sideplot,"{""Q0"":""Beatrice was the lady with girlfriend problems. She and her girlfriend were having issues, so they thought that getting a pet dog would help them. However, they did not see eye to eye on which type of dog to get. She consulted Charles to talk about this problem. She went home and found the dog that her girlfriend wanted, but she didn't, so she moved out because she couldn't stand living with it. Thus, she consulted Charles to help her find a place to move into. She said that she was looking for a one-room apartment. She was wearing an orange flannel shirt when calling Charles.""}",180499.3,106
309,8,Sandra,unrelated,short,sideplot,"{""Q0"":""Sandra was the lady who was going on a blind date with a guy she met on the internet. She was nervous about it because she found similarities between the guy's personality traits and her best friend's ex-boyfriend. She did not want to be in that situation, so she called Charles to talk about it. She ended up going to the blind date location, but her date didn't show up so she walked out. As she was walking out, a lady in a red sports jacket was walking in, and Sandra avoided eye contact with her as she walked out. Sandra video-called Charles several times. She wore a nice flowery flowy top.""}",182635.5,112
309,8,Charles,mainplot,mainplot,mainplot,"{""Q0"":""Charles was the main character in the story and was a photographer at a newpaper firm where he wanted to get promoted to photography editor. He aimed to do this by taking a snarly picture of the impeached mayor. His desk was in the middle of the office. He went to the park to visit his mom and talk about how life was going as a photographer. He was wearing a gray cap in the park. He ate yogurt while waiting for his boss to let him know when the mayor was getting to the speech location. He left his office in a flurry with his equipment, which included a Nikon camera, and borrowed a colleague's bike to get there. At the event location, he made his way to the front of the crowd and made conversation with a lady reporter with her hair tied up. He set up his camera at just the right angle. When the mayor arrived at the podium, Charles yelled for the mayor to smile while the mayor was hammered with difficult questions, so he was able to get the perfect shot of the mayor's unrehearsed snarl at Charles' comment. Once he got back to the office, he hurried to draft an email to his boss with the key picture he had taken. However, he was interrupted by the secretary and did not press send. He only realized that his picture wasn't included in the article when his mother mentioned to him at the park. He hurried back to the office and had a fight with the secretary about it as he was too late and the daily paper had already been printed. He finally was able to meet with his boss, who was sitting behind his mahogany desk in a large leather chair. He was starting to talk to his boss about the issue until he realized that he had never pressed send on the picture email. He gloomily walked out of the office with his dreams of getting promoted shattered.""}",487558.6,337
